Date,Weekly Close,Weekly Change Rate Percent
2004-11-21,44.77999877929688,
2004-11-28,45.290000915527344,1.1389060967689213
2004-12-05,45.59999847412109,0.684472405226777
2004-12-12,43.43999862670898,-4.736841929146007
2004-12-19,44.18999862670898,1.7265193915979138
2004-12-26,44.27000045776367,0.18104058280359325
2005-01-02,43.79999923706055,-1.0616697895712401
2005-01-09,41.84000015258789,-4.474883832450482
2005-01-16,42.31999969482422,1.1472264351955141
2005-01-23,42.7400016784668,0.992443257729847
2005-01-30,42.68999862670898,-0.11699356526467808
2005-02-06,41.470001220703125,-2.857806149570974
2005-02-13,42.08000183105469,1.4709442787453675
2005-02-20,42.75,1.5922009025457262
2005-02-27,43.5,1.7543859649122862
2005-03-06,43.380001068115234,-0.27585961352819544
2005-03-13,44.43000030517578,2.4204684444609326
2005-03-20,43.88999938964844,-1.2153970556341376
2005-03-27,42.38999938964844,-3.417635044109335
2005-04-03,42.619998931884766,0.542579725284198
2005-04-10,42.68999862670898,0.16424142791764407
2005-04-17,42.400001525878906,-0.6793092297000758
2005-04-24,43.38999938964844,2.334900538070217
2005-05-01,43.34999847412109,-0.0921892511869804
2005-05-08,42.52000045776367,-1.9146437037429243
2005-05-15,41.95000076293945,-1.340544893432949
2005-05-22,41.650001525878906,-0.7151352362443353
2005-05-29,41.880001068115234,0.5522197690519093
2005-06-05,42.16999816894531,0.692447692058118
2005-06-12,42.619998931884766,1.0671111749557483
2005-06-19,43.630001068115234,2.369784517931728
2005-06-26,43.900001525878906,0.618841281580873
2005-07-03,42.70000076293945,-2.733486836514243
2005-07-10,42.2599983215332,-1.030450664038729
2005-07-17,42.04999923706055,-0.496921658337246
2005-07-24,42.45000076293945,0.9512521596584556
2005-07-31,42.81999969482422,0.8716111312954133
2005-08-07,43.59999847412109,1.821575863745628
2005-08-14,44.4900016784668,2.041291824526037
2005-08-21,43.59999847412109,-2.0004566661467993
2005-08-28,43.61000061035156,0.02294068023056539
2005-09-04,44.25,1.4675518933529252
2005-09-11,44.84000015258789,1.3333336781647276
2005-09-18,45.81999969482422,2.1855475889862808
2005-09-25,46.27999877929688,1.003926424130075
2005-10-02,46.70000076293945,0.9075237569592609
2005-10-09,47.36000061035156,1.413275881433984
2005-10-16,46.79999923706055,-1.1824353168792268
2005-10-23,46.52000045776367,-0.5982879997039503
2005-10-30,47.220001220703125,1.5047307739710636
2005-11-06,45.5099983215332,-3.6213529330028638
2005-11-13,46.79999923706055,2.834543975179571
2005-11-20,48.459999084472656,3.5470082787898205
2005-11-27,49.41999816894531,1.9810134185088257
2005-12-04,50.31999969482422,1.821128205634892
2005-12-11,52.400001525878906,4.133548973905565
2005-12-18,50.09000015258789,-4.4083994389774395
2005-12-25,50.119998931884766,0.059889756848652276
2006-01-01,51.58000183105469,2.913014625467425
2006-01-08,53.720001220703125,4.148893589918434
2006-01-15,55.43999862670898,3.201782142445264
2006-01-22,55.20000076293945,-0.4328965903940385
2006-01-29,55.630001068115234,0.7789860493343959
2006-02-05,56.5,1.5639024180846395
2006-02-12,54.790000915527344,-3.026547052163997
2006-02-19,54.959999084472656,0.3102722506017175
2006-02-26,55.63999938964844,1.2372640402170232
2006-03-05,56.27999877929688,1.1502505331937751
2006-03-12,53.83000183105469,-4.353228502811279
2006-03-19,55.119998931884766,2.3964277483748297
2006-03-26,55.709999084472656,1.0703921698492547
2006-04-02,58.09999847412109,4.290072570319903
2006-04-09,58.59000015258789,0.8433764050528536
2006-04-16,59.5,1.553165804816814
2006-04-23,63.20000076293945,6.218488677209155
2006-04-30,65.08999633789062,2.990499291353599
2006-05-07,67.98999786376953,4.4553720833300225
2006-05-14,71.12000274658203,4.603625505451614
2006-05-21,65.58000183105469,-7.789652280059267
2006-05-28,65.0999984741211,-0.7319355650067916
2006-06-04,63.5,-2.4577550101742895
2006-06-11,60.45000076293945,-4.803148404819757
2006-06-18,57.68000030517578,-4.582300120435889
2006-06-25,57.9900016784668,0.5374503669397512
2006-07-02,61.22999954223633,5.587166356252449
2006-07-09,62.630001068115234,2.2864633943254997
2006-07-16,65.8499984741211,5.141301853889235
2006-07-23,61.709999084472656,-6.287015164131626
2006-07-30,63.11000061035156,2.2686785717862312
2006-08-06,64.27999877929688,1.8539029593249712
2006-08-13,62.709999084472656,-2.442438899563082
2006-08-20,61.040000915527344,-2.663049263795658
2006-08-27,61.77000045776367,1.1959363225543918
2006-09-03,62.13999938964844,0.5989945428894083
2006-09-10,60.63999938964844,-2.413904111254106
2006-09-17,57.400001525878906,-5.343004446538002
2006-09-24,58.5,1.9163735973511287
2006-10-01,59.470001220703125,1.658121744791674
2006-10-08,56.9900016784668,-4.1701689781922795
2006-10-15,58.56999969482422,2.772412651032452
2006-10-22,58.77999877929688,0.35854376910851027
2006-10-29,59.400001525878906,1.0547852321500795
2006-11-05,62.29999923706055,4.882150903511673
2006-11-12,62.4900016784668,0.30497984547843693
2006-11-19,61.77999877929688,-1.1361863979827191
2006-11-26,63.5,2.7840745462745176
2006-12-03,64.12000274658203,0.9763822780819442
2006-12-10,62.04999923706055,-3.2283272315234424
2006-12-17,61.0,-1.6921825140545965
2006-12-24,61.650001525878906,1.0655762719326223
2006-12-31,63.209999084472656,2.5304096025673406
2007-01-07,60.16999816894531,-4.809367124756236
2007-01-14,62.16999816894531,3.323915673695721
2007-01-21,63.0,1.3350520435905011
2007-01-28,64.16999816894531,1.8571399507068431
