X,Y,
636.000000,0.005360,
637.000000,0.005228,
638.000000,0.005096,
639.000000,0.004964,
640.000000,0.004832,
641.000000,0.004700,
642.000000,0.004568,
643.000000,0.004435,
644.000000,0.004303,
645.000000,0.004171,
646.000000,0.004039,
647.000000,0.003907,
648.000000,0.003775,
649.000000,0.003643,
650.000000,0.003510,
651.000000,0.003378,
652.000000,0.003246,
653.000000,0.003114,
654.000000,0.002982,
655.000000,0.002850,
656.000000,0.002718,
657.000000,0.002585,
658.000000,0.002453,
659.000000,0.002321,
660.000000,0.002189,
661.000000,0.002057,
662.000000,0.001925,
663.000000,0.001793,
664.000000,0.001660,
665.000000,0.001528,
666.000000,0.001396,
667.000000,0.001264,
668.000000,0.001132,
669.000000,0.001000,
670.000000,0.000868,
671.000000,0.000735,
672.000000,0.000603,
673.000000,0.000471,
674.000000,0.000339,
675.000000,0.000207,
676.000000,0.000075,
677.000000,-0.000057,
678.000000,-0.000190,
679.000000,-0.000322,
680.000000,-0.000454,
681.000000,-0.000586,
682.000000,-0.000718,
683.000000,-0.000850,
684.000000,-0.000982,
685.000000,-0.001115,
686.000000,-0.001247,
687.000000,-0.001379,
688.000000,-0.001511,
689.000000,-0.001643,
690.000000,-0.001775,
691.000000,-0.001907,
692.000000,-0.002040,
693.000000,-0.002172,
694.000000,-0.002304,
695.000000,-0.002436,
696.000000,-0.002568,
697.000000,-0.002700,
698.000000,-0.002832,
699.000000,-0.002965,
700.000000,-0.003097,
