,DGS10_70rsi,DGS10_14rsi,DGS10,DGS10_100ema,DGS10_25ema,DGS10_5ema
1967-02-16,-0.07789399165525467,0.17593089317906263,-0.17581347118060364,0.018017340866581133,-0.021164015619022702,-0.004221764413367413
1967-02-17,-0.07269030043141711,0.1964031471956521,-0.1746540775063947,0.015177416631750207,-0.021132630655154694,-0.0026127111435166883
1967-02-20,-0.062284980132551765,0.23721790265303525,-0.17233529015797666,0.010345788195594618,-0.022865906395992397,-0.003388121407683631
1967-02-21,-0.05708370971729622,0.2575235273816133,-0.1711758964837677,0.00773561648596699,-0.022460325472018483,-0.0029180628087863703
1967-02-23,-0.041562557580762986,0.31632291786517786,-0.1676977154611407,0.0010495171008535475,-0.025860158365815344,-0.005619213310136373
1967-02-24,-0.04629793927876733,0.2799362818490883,-0.16885710913534968,0.0028411276973581145,-0.021461390566833716,-0.0017033556105527925
1967-02-27,-0.0510543735270339,0.24293534790435756,-0.17001650280955874,0.0046245190918068335,-0.01754014174133567,0.0007028677002167694
1967-02-28,-0.0510543735270339,0.24293534790435756,-0.17001650280955874,0.00435566427000178,-0.015885180689267697,0.0006827857659250647
1967-03-01,-0.07940651216603144,0.0347778427060193,-0.17697286485481262,0.01670554282536796,-0.0028121024046253718,0.008502328987246566
1967-03-02,-0.09315006059859343,-0.05081710411582918,-0.1804510458774396,0.022530804502880697,0.0033165101070615766,0.008823559518082336
1967-03-03,-0.09770525693458892,-0.0781890882155841,-0.18161043955164854,0.02395893865266996,0.005066022336802201,0.006134465850105686
1967-03-06,-0.1022799456570364,-0.1059542867908263,-0.18276983322585752,0.0253658951806921,0.006975737934147297,0.004338394793926392
1967-03-07,-0.10687377557917756,-0.13404350779201665,-0.18392922690006658,0.02675881641656619,0.00879966569811863,0.0030290541932824766
1967-03-08,-0.10115724835243484,-0.09692904412595524,-0.18276983322585752,0.02377017337411136,0.006441911109070331,2.0561112767492062e-05
1967-03-09,-0.11960821401942497,-0.20851304034722049,-0.18740740792269348,0.03175731541119542,0.014209438613482783,0.005185269685876515
1967-03-10,-0.11380945264475827,-0.16960460230604682,-0.1862480142484845,0.028602289271302483,0.011229846895050244,0.0015521844409034369
