400.000000,0.100000,
401.000000,0.120000,
402.000000,0.140000,
403.000000,0.160000,
404.000000,0.180000,
405.000000,0.200000,
406.000000,0.240000,
407.000000,0.280000,
408.000000,0.320000,
409.000000,0.360000,
410.000000,0.400000,
411.000000,0.480000,
412.000000,0.560000,
413.000000,0.640000,
414.000000,0.720000,
415.000000,0.800000,
416.000000,0.820000,
417.000000,0.840000,
418.000000,0.860000,
419.000000,0.880000,
420.000000,0.900000,
421.000000,0.910000,
422.000000,0.920000,
423.000000,0.930000,
424.000000,0.940000,
425.000000,0.950000,
426.000000,0.956000,
427.000000,0.962000,
428.000000,0.968000,
429.000000,0.974000,
430.000000,0.980000,
431.000000,0.984000,
432.000000,0.988000,
433.000000,0.992000,
434.000000,0.996000,
435.000000,1.000000,
436.000000,1.000000,
437.000000,1.000000,
438.000000,1.000000,
439.000000,1.000000,
440.000000,1.000000,
441.000000,0.994000,
442.000000,0.988000,
443.000000,0.982000,
444.000000,0.976000,
445.000000,0.970000,
446.000000,0.964000,
447.000000,0.958000,
448.000000,0.952000,
449.000000,0.946000,
450.000000,0.940000,
451.000000,0.932000,
452.000000,0.924000,
453.000000,0.916000,
454.000000,0.908000,
455.000000,0.900000,
456.000000,0.880000,
457.000000,0.860000,
458.000000,0.840000,
459.000000,0.820000,
460.000000,0.800000,
461.000000,0.780000,
462.000000,0.760000,
463.000000,0.740000,
464.000000,0.720000,
465.000000,0.700000,
466.000000,0.684000,
467.000000,0.668000,
468.000000,0.652000,
469.000000,0.636000,
470.000000,0.620000,
471.000000,0.606000,
472.000000,0.592000,
473.000000,0.578000,
474.000000,0.564000,
475.000000,0.550000,
476.000000,0.530000,
477.000000,0.510000,
478.000000,0.490000,
479.000000,0.470000,
480.000000,0.450000,
481.000000,0.440000,
482.000000,0.430000,
483.000000,0.420000,
484.000000,0.410000,
485.000000,0.400000,
486.000000,0.364000,
487.000000,0.328000,
488.000000,0.292000,
489.000000,0.256000,
490.000000,0.220000,
491.000000,0.208000,
492.000000,0.196000,
493.000000,0.184000,
494.000000,0.172000,
495.000000,0.160000,
496.000000,0.148000,
497.000000,0.136000,
498.000000,0.124000,
499.000000,0.112000,
500.000000,0.100000,
501.000000,0.095887,
502.000000,0.091773,
503.000000,0.087660,
504.000000,0.083546,
505.000000,0.079433,
506.000000,0.076165,
507.000000,0.072898,
508.000000,0.069631,
509.000000,0.066363,
510.000000,0.063096,
511.000000,0.060500,
512.000000,0.057905,
513.000000,0.055310,
514.000000,0.052714,
515.000000,0.050119,
516.000000,0.048057,
517.000000,0.045996,
518.000000,0.043934,
519.000000,0.041872,
520.000000,0.039811,
521.000000,0.038173,
522.000000,0.036536,
523.000000,0.034898,
524.000000,0.033260,
525.000000,0.031623,
526.000000,0.030322,
527.000000,0.029021,
528.000000,0.027720,
529.000000,0.026420,
530.000000,0.025119,
531.000000,0.024086,
532.000000,0.023052,
533.000000,0.022019,
534.000000,0.020986,
535.000000,0.019953,
536.000000,0.019132,
537.000000,0.018311,
538.000000,0.017490,
539.000000,0.016670,
540.000000,0.015849,
541.000000,0.015197,
542.000000,0.014545,
543.000000,0.013893,
544.000000,0.013241,
545.000000,0.012589,
546.000000,0.012071,
547.000000,0.011554,
548.000000,0.011036,
549.000000,0.010518,
550.000000,0.010000,
551.000000,0.009589,
552.000000,0.009177,
553.000000,0.008766,
554.000000,0.008355,
555.000000,0.007943,
556.000000,0.007617,
557.000000,0.007290,
558.000000,0.006963,
559.000000,0.006636,
560.000000,0.006310,
561.000000,0.006050,
562.000000,0.005790,
563.000000,0.005531,
564.000000,0.005271,
565.000000,0.005012,
566.000000,0.004806,
567.000000,0.004600,
568.000000,0.004393,
569.000000,0.004187,
570.000000,0.003981,
571.000000,0.003817,
572.000000,0.003654,
573.000000,0.003490,
574.000000,0.003326,
575.000000,0.003162,
576.000000,0.003032,
577.000000,0.002902,
578.000000,0.002772,
579.000000,0.002642,
580.000000,0.002512,
581.000000,0.002409,
582.000000,0.002305,
583.000000,0.002202,
584.000000,0.002099,
585.000000,0.001995,
586.000000,0.001913,
587.000000,0.001831,
588.000000,0.001749,
589.000000,0.001667,
590.000000,0.001585,
591.000000,0.001520,
592.000000,0.001455,
593.000000,0.001389,
594.000000,0.001324,
595.000000,0.001259,
596.000000,0.001207,
597.000000,0.001155,
598.000000,0.001104,
599.000000,0.001052,
600.000000,0.001000,
601.000000,0.001000,
602.000000,0.001000,
603.000000,0.001000,
604.000000,0.001000,
605.000000,0.001000,
606.000000,0.001000,
607.000000,0.001000,
608.000000,0.001000,
609.000000,0.001000,
610.000000,0.001000,
611.000000,0.001000,
612.000000,0.001000,
613.000000,0.001000,
614.000000,0.001000,
615.000000,0.001000,
616.000000,0.001000,
617.000000,0.001000,
618.000000,0.001000,
619.000000,0.001000,
620.000000,0.001000,
621.000000,0.001000,
622.000000,0.001000,
623.000000,0.001000,
624.000000,0.001000,
625.000000,0.001000,
626.000000,0.001000,
627.000000,0.001000,
628.000000,0.001000,
629.000000,0.001000,
630.000000,0.001000,
631.000000,0.001000,
632.000000,0.001000,
633.000000,0.001000,
634.000000,0.001000,
635.000000,0.001000,
636.000000,0.001000,
637.000000,0.001000,
638.000000,0.001000,
639.000000,0.001000,
640.000000,0.001000,
641.000000,0.001000,
642.000000,0.001000,
643.000000,0.001000,
644.000000,0.001000,
645.000000,0.001000,
646.000000,0.001000,
647.000000,0.001000,
648.000000,0.001000,
649.000000,0.001000,
650.000000,0.001000,
651.000000,0.001000,
652.000000,0.001000,
653.000000,0.001000,
654.000000,0.001000,
655.000000,0.001000,
656.000000,0.001000,
657.000000,0.001000,
658.000000,0.001000,
659.000000,0.001000,
660.000000,0.001000,
661.000000,0.001000,
662.000000,0.001000,
663.000000,0.001000,
664.000000,0.001000,
665.000000,0.001000,
666.000000,0.001000,
667.000000,0.001000,
668.000000,0.001000,
669.000000,0.001000,
670.000000,0.001000,
671.000000,0.001000,
672.000000,0.001000,
673.000000,0.001000,
674.000000,0.001000,
675.000000,0.001000,
676.000000,0.001000,
677.000000,0.001000,
678.000000,0.001000,
679.000000,0.001000,
680.000000,0.001000,
681.000000,0.001000,
682.000000,0.001000,
683.000000,0.001000,
684.000000,0.001000,
685.000000,0.001000,
686.000000,0.001000,
687.000000,0.001000,
688.000000,0.001000,
689.000000,0.001000,
690.000000,0.001000,
691.000000,0.001000,
692.000000,0.001000,
693.000000,0.001000,
694.000000,0.001000,
695.000000,0.001000,
696.000000,0.001000,
697.000000,0.001000,
698.000000,0.001000,
699.000000,0.001000,
700.000000,0.001000,
