592,4.00E-04
593,4.24E-04
594,4.15E-04
595,3.80E-04
596,3.72E-04
597,3.85E-04
598,3.87E-04
599,3.84E-04
600,3.88E-04
601,3.78E-04
602,3.81E-04
603,3.79E-04
604,3.74E-04
605,3.58E-04
606,3.44E-04
607,3.32E-04
608,3.44E-04
609,3.33E-04
610,3.21E-04
611,3.32E-04
612,3.39E-04
613,3.34E-04
614,3.09E-04
615,3.09E-04
616,3.29E-04
617,3.04E-04
618,2.80E-04
619,2.73E-04
620,2.57E-04
621,2.62E-04
622,2.69E-04
623,2.81E-04
624,2.69E-04
625,2.53E-04
626,2.64E-04
627,2.50E-04
628,2.42E-04
629,2.44E-04
630,2.42E-04
631,2.54E-04
632,2.58E-04
633,2.40E-04
634,2.02E-04
635,2.11E-04
636,2.10E-04
637,1.98E-04
638,2.15E-04
639,2.00E-04
640,2.01E-04
641,1.86E-04
642,1.72E-04
643,1.94E-04
644,2.20E-04
645,2.29E-04
646,2.15E-04
647,2.04E-04
648,2.02E-04
649,2.01E-04
650,1.84E-04
651,2.01E-04
652,2.09E-04
653,1.98E-04
654,1.82E-04
655,1.71E-04
656,1.94E-04
657,1.89E-04
658,1.66E-04
659,1.70E-04
660,1.59E-04
661,1.79E-04
662,1.65E-04
663,1.50E-04
664,1.53E-04
665,1.54E-04
666,1.42E-04
667,1.51E-04
668,1.50E-04
669,1.34E-04
670,1.41E-04
671,1.35E-04
672,1.27E-04
673,1.17E-04
674,1.34E-04
675,1.40E-04
676,1.35E-04
677,1.15E-04
678,1.11E-04
679,9.22E-05
680,9.85E-05
681,1.05E-04
682,1.06E-04
683,9.03E-05
684,8.71E-05
685,5.93E-05
686,5.50E-05
687,5.19E-05
688,5.56E-05
689,4.62E-05
690,6.08E-05
691,4.89E-05
692,3.82E-05
693,6.95E-05
694,7.51E-05
695,2.43E-05
696,2.64E-05
697,4.17E-05
698,4.84E-05
699,3.47E-08
700,3.27E-05
701,4.18E-05
702,3.22E-05
703,1.65E-05
704,1.70E-05
705,3.56E-05
706,2.51E-05
707,-3.55E-06
708,-8.07E-06
709,1.47E-05
710,3.10E-05
711,5.67E-06
712,9.31E-06
713,-1.55E-06
714,-1.96E-05
715,-7.42E-06
716,9.36E-06
717,2.17E-05
718,1.78E-05
719,2.66E-05
720,1.97E-05
721,1.61E-05
722,-6.51E-07
723,-1.88E-05
724,-1.14E-05
725,1.69E-05
726,2.22E-05
727,3.90E-05
728,5.13E-05
729,3.65E-05
730,5.04E-06
731,2.35E-07
732,2.52E-06
733,9.78E-06
734,1.34E-05
735,1.83E-05
736,3.78E-05
737,4.38E-05
738,2.31E-05
739,2.96E-05
740,3.17E-05
741,3.59E-05
742,4.09E-05
743,5.15E-05
744,3.97E-05
745,2.96E-05
746,3.77E-05
747,3.26E-05
748,4.54E-05
749,7.96E-05
750,6.53E-05
751,5.51E-05
752,5.55E-05
753,7.28E-05
754,6.35E-05
755,5.69E-05
756,5.90E-05
757,3.69E-05
758,1.16E-05
759,3.57E-05
760,8.06E-05
761,4.03E-05
762,6.15E-05
763,4.99E-05
764,1.86E-05
765,4.62E-05
766,6.23E-05
767,5.99E-05
768,5.08E-05
769,4.72E-05
770,3.69E-05
771,2.26E-05
772,4.49E-05
773,4.73E-05
774,2.69E-05
775,4.75E-05
776,6.36E-05
777,3.07E-05
778,-4.88E-06
779,3.63E-05
780,1.93E-05
