1.053161,1.027387,1.019804,1.016882,1.015814,1.015612,1.015825,1.016217,1.016662,1.017090,1.017471,1.017795,1.018061,1.018277,1.018450,1.018590,1.018704,1.018797,1.018874,1.018938,1.018993,1.019039,1.019080,1.019115,1.019145,1.019172,1.019196,1.019218,1.019237,1.019254,1.019270,1.019284,1.019297,1.019309,1.019320,1.019330,1.019340,1.019349,1.019357,1.019364,1.019371,1.019378,1.019385,1.019391,1.019396,1.019402,1.019407,1.019412,1.019416,1.019421,1.019425,1.019429,1.019433,1.019437,1.019441,1.019445,1.019448,1.019452,1.019455,1.019458,1.019462,1.019465,1.019468,1.019471,1.019474,1.019477,1.019480,1.019483,1.019485,1.019488,1.019491,1.019494,1.019497,1.019499,1.019502,1.019505,1.019507,1.019510,1.019513,1.019515,1.019518,1.019520,1.019523,1.019526,1.019528,1.019531,1.019533,1.019535,1.019537,1.019538,1.019538,1.019536,1.019530,1.019520,1.019504,1.019479,1.019443,1.019393,1.019328,1.019246
1.065070,1.033078,1.023091,1.018703,1.016581,1.015586,1.015212,1.015194,1.015380,1.015676,1.016021,1.016378,1.016723,1.017043,1.017332,1.017586,1.017808,1.017999,1.018163,1.018303,1.018423,1.018526,1.018614,1.018690,1.018757,1.018815,1.018866,1.018912,1.018952,1.018989,1.019022,1.019051,1.019078,1.019103,1.019126,1.019147,1.019166,1.019184,1.019200,1.019216,1.019231,1.019244,1.019257,1.019269,1.019281,1.019292,1.019302,1.019312,1.019322,1.019331,1.019339,1.019348,1.019356,1.019364,1.019371,1.019379,1.019386,1.019393,1.019400,1.019406,1.019413,1.019419,1.019425,1.019431,1.019437,1.019443,1.019449,1.019455,1.019460,1.019466,1.019472,1.019477,1.019483,1.019488,1.019493,1.019499,1.019504,1.019509,1.019515,1.019520,1.019525,1.019530,1.019534,1.019539,1.019543,1.019546,1.019548,1.019549,1.019548,1.019544,1.019537,1.019525,1.019509,1.019485,1.019454,1.019414,1.019364,1.019303,1.019230,1.019146
1.073565,1.037216,1.025635,1.020328,1.017560,1.016069,1.015300,1.014968,1.014909,1.015021,1.015237,1.015512,1.015816,1.016127,1.016432,1.016721,1.016990,1.017235,1.017456,1.017653,1.017828,1.017982,1.018118,1.018238,1.018343,1.018435,1.018517,1.018590,1.018654,1.018712,1.018763,1.018810,1.018853,1.018891,1.018926,1.018959,1.018988,1.019016,1.019042,1.019065,1.019088,1.019109,1.019128,1.019147,1.019164,1.019181,1.019197,1.019212,1.019226,1.019240,1.019253,1.019266,1.019278,1.019290,1.019301,1.019312,1.019323,1.019334,1.019344,1.019354,1.019364,1.019373,1.019383,1.019392,1.019401,1.019410,1.019418,1.019427,1.019436,1.019444,1.019452,1.019461,1.019469,1.019477,1.019485,1.019493,1.019500,1.019508,1.019515,1.019523,1.019529,1.019535,1.019541,1.019546,1.019549,1.019551,1.019551,1.019549,1.019543,1.019534,1.019520,1.019502,1.019477,1.019446,1.019407,1.019359,1.019303,1.019237,1.019160,1.019078
1.080377,1.040560,1.027740,1.021741,1.018500,1.016647,1.015588,1.015017,1.014762,1.014714,1.014804,1.014982,1.015217,1.015482,1.015762,1.016043,1.016318,1.016580,1.016826,1.017054,1.017263,1.017453,1.017625,1.017779,1.017918,1.018042,1.018153,1.018253,1.018342,1.018422,1.018494,1.018559,1.018618,1.018672,1.018721,1.018765,1.018806,1.018844,1.018879,1.018912,1.018943,1.018971,1.018998,1.019023,1.019047,1.019069,1.019090,1.019111,1.019130,1.019149,1.019166,1.019184,1.019200,1.019216,1.019231,1.019246,1.019261,1.019275,1.019288,1.019302,1.019315,1.019327,1.019340,1.019352,1.019364,1.019376,1.019388,1.019399,1.019411,1.019422,1.019433,1.019444,1.019455,1.019465,1.019476,1.019486,1.019495,1.019505,1.019514,1.019522,1.019530,1.019536,1.019542,1.019546,1.019548,1.019548,1.019545,1.019539,1.019530,1.019517,1.019498,1.019474,1.019445,1.019408,1.019364,1.019313,1.019252,1.019183,1.019107,1.019024
1.086147,1.043403,1.029553,1.022990,1.019369,1.017231,1.015943,1.015182,1.014767,1.014585,1.014563,1.014651,1.014813,1.015024,1.015264,1.015519,1.015780,1.016038,1.016289,1.016528,1.016754,1.016965,1.017160,1.017339,1.017503,1.017653,1.017789,1.017912,1.018024,1.018125,1.018217,1.018301,1.018376,1.018445,1.018509,1.018566,1.018619,1.018668,1.018713,1.018755,1.018794,1.018831,1.018865,1.018897,1.018927,1.018956,1.018983,1.019009,1.019033,1.019057,1.019079,1.019101,1.019122,1.019142,1.019161,1.019180,1.019198,1.019215,1.019233,1.019249,1.019266,1.019282,1.019297,1.019313,1.019328,1.019343,1.019357,1.019372,1.019386,1.019400,1.019413,1.019427,1.019440,1.019452,1.019465,1.019477,1.019488,1.019499,1.019509,1.019518,1.019526,1.019532,1.019537,1.019540,1.019541,1.019539,1.019534,1.019525,1.019513,1.019496,1.019474,1.019447,1.019413,1.019373,1.019326,1.019272,1.019209,1.019138,1.019063,1.018979
1.091193,1.045896,1.031156,1.024111,1.020172,1.017796,1.016318,1.015400,1.014851,1.014556,1.014437,1.014443,1.014537,1.014692,1.014889,1.015112,1.015349,1.015593,1.015837,1.016076,1.016307,1.016527,1.016735,1.016929,1.017111,1.017279,1.017434,1.017577,1.017708,1.017828,1.017938,1.018038,1.018130,1.018214,1.018291,1.018362,1.018428,1.018488,1.018543,1.018595,1.018643,1.018688,1.018730,1.018769,1.018806,1.018841,1.018874,1.018906,1.018935,1.018964,1.018991,1.019017,1.019043,1.019067,1.019090,1.019113,1.019135,1.019156,1.019177,1.019197,1.019217,1.019236,1.019255,1.019273,1.019291,1.019309,1.019326,1.019344,1.019360,1.019377,1.019393,1.019408,1.019423,1.019438,1.019452,1.019466,1.019478,1.019490,1.019501,1.019510,1.019518,1.019524,1.019528,1.019530,1.019530,1.019526,1.019519,1.019508,1.019493,1.019474,1.019449,1.019419,1.019383,1.019341,1.019292,1.019235,1.019172,1.019100,1.019023,1.018941
1.095701,1.048127,1.032598,1.025131,1.020914,1.018334,1.016694,1.015642,1.014979,1.014586,1.014382,1.014315,1.014347,1.014450,1.014604,1.014792,1.015002,1.015227,1.015457,1.015689,1.015917,1.016139,1.016352,1.016555,1.016747,1.016928,1.017097,1.017255,1.017401,1.017536,1.017661,1.017777,1.017883,1.017981,1.018072,1.018155,1.018233,1.018304,1.018370,1.018432,1.018489,1.018542,1.018592,1.018639,1.018683,1.018725,1.018764,1.018801,1.018836,1.018870,1.018902,1.018933,1.018963,1.018992,1.019019,1.019046,1.019071,1.019096,1.019121,1.019144,1.019167,1.019190,1.019212,1.019233,1.019254,1.019275,1.019295,1.019315,1.019334,1.019353,1.019371,1.019389,1.019406,1.019422,1.019438,1.019452,1.019466,1.019479,1.019490,1.019499,1.019507,1.019513,1.019517,1.019518,1.019516,1.019511,1.019502,1.019489,1.019473,1.019451,1.019424,1.019392,1.019354,1.019310,1.019259,1.019202,1.019137,1.019066,1.018989,1.018908
1.099788,1.050153,1.033912,1.026068,1.021606,1.018846,1.017064,1.015894,1.015132,1.014653,1.014375,1.014242,1.014218,1.014272,1.014384,1.014538,1.014720,1.014923,1.015137,1.015356,1.015577,1.015796,1.016009,1.016216,1.016414,1.016602,1.016781,1.016949,1.017107,1.017254,1.017392,1.017520,1.017639,1.017750,1.017853,1.017948,1.018036,1.018118,1.018195,1.018266,1.018332,1.018394,1.018452,1.018507,1.018558,1.018606,1.018652,1.018695,1.018736,1.018775,1.018813,1.018848,1.018883,1.018916,1.018947,1.018978,1.019008,1.019036,1.019064,1.019091,1.019118,1.019144,1.019169,1.019193,1.019217,1.019240,1.019263,1.019285,1.019307,1.019328,1.019348,1.019368,1.019386,1.019404,1.019421,1.019437,1.019451,1.019465,1.019476,1.019486,1.019494,1.019499,1.019502,1.019502,1.019500,1.019493,1.019483,1.019469,1.019451,1.019428,1.019400,1.019366,1.019327,1.019281,1.019229,1.019171,1.019105,1.019034,1.018959,1.018877
1.103537,1.052013,1.035122,1.026936,1.022252,1.019331,1.017423,1.016150,1.015300,1.014744,1.014398,1.014208,1.014132,1.014141,1.014214,1.014335,1.014490,1.014669,1.014865,1.015070,1.015281,1.015493,1.015704,1.015910,1.016110,1.016302,1.016487,1.016662,1.016828,1.016985,1.017133,1.017271,1.017401,1.017523,1.017636,1.017742,1.017841,1.017933,1.018019,1.018099,1.018174,1.018245,1.018311,1.018373,1.018431,1.018486,1.018538,1.018588,1.018635,1.018679,1.018722,1.018762,1.018801,1.018839,1.018875,1.018910,1.018943,1.018976,1.019007,1.019038,1.019068,1.019097,1.019125,1.019152,1.019179,1.019205,1.019230,1.019255,1.019278,1.019302,1.019324,1.019345,1.019365,1.019385,1.019403,1.019419,1.019435,1.019448,1.019460,1.019470,1.019478,1.019483,1.019486,1.019485,1.019482,1.019475,1.019464,1.019449,1.019429,1.019405,1.019376,1.019341,1.019301,1.019254,1.019201,1.019142,1.019077,1.019005,1.018930,1.018848
1.107004,1.053734,1.036246,1.027744,1.022859,1.019792,1.017770,1.016404,1.015474,1.014850,1.014444,1.014200,1.014077,1.014045,1.014082,1.014171,1.014299,1.014456,1.014633,1.014823,1.015023,1.015226,1.015431,1.015634,1.015833,1.016027,1.016214,1.016394,1.016566,1.016730,1.016885,1.017032,1.017171,1.017301,1.017424,1.017539,1.017647,1.017748,1.017843,1.017932,1.018016,1.018094,1.018168,1.018238,1.018303,1.018365,1.018424,1.018479,1.018532,1.018582,1.018630,1.018676,1.018719,1.018761,1.018802,1.018841,1.018878,1.018915,1.018950,1.018984,1.019017,1.019049,1.019080,1.019110,1.019140,1.019168,1.019196,1.019223,1.019249,1.019274,1.019298,1.019321,1.019343,1.019363,1.019382,1.019400,1.019416,1.019430,1.019443,1.019453,1.019460,1.019466,1.019468,1.019467,1.019463,1.019455,1.019443,1.019427,1.019407,1.019382,1.019352,1.019316,1.019275,1.019228,1.019175,1.019115,1.019049,1.018978,1.018903,1.018821
