Date,Open,High,Low,Close,Adj Close,Volume
2012-06-21,12.6325,12.6825,11.6825,11.7325,11.727387,6491200
2012-06-22,11.8275,12.1375,11.7475,12.0975,12.092229,5835200
2012-06-25,11.7875,11.8,11.2875,11.38,11.375042,5590000
2012-06-26,11.495,11.6975,11.345,11.6,11.594946,5695200
2012-06-27,11.7325,11.965,11.6975,11.8125,11.807353,4874400
2012-06-28,11.54,11.57,11.05,11.3875,11.382538,8716000
2012-06-29,12.075,12.5,11.9625,12.5,12.494554,10274800
2012-07-02,12.5375,12.625,12.325,12.6,12.59451,5212800
2012-07-03,12.6225,12.92,12.565,12.9,12.894379,3872800
2012-07-05,12.89,13.135,12.68,12.945,12.939359,4940000
2012-07-06,12.7725,12.795,12.1925,12.435,12.429583,6052000
2012-07-09,12.42,12.5475,12.2125,12.3925,12.3871,4005200
2012-07-10,12.5975,12.6875,11.8875,12.0125,12.007266,7194400
2012-07-11,11.99,12.08,11.535,11.8475,11.842338,9212000
2012-07-12,11.5575,11.6375,11.1775,11.505,11.499988,8973200
2012-07-13,11.5925,12.095,11.57,12.005,11.999769,5880000
2012-07-16,11.94,12.0925,11.775,11.915,11.909808,4530800
2012-07-17,12.1325,12.22,11.59,12.0975,12.092229,7233600
2012-07-18,12.0225,12.7,12.02,12.59,12.584515,7810000
2012-07-19,12.86,13.125,12.7875,13.0,12.994336,9010400
2012-07-20,13.01,13.01,12.475,12.5,12.494554,6863600
2012-07-23,11.765,12.17,11.49,12.0375,12.032255,9241200
2012-07-24,12.105,12.1525,11.5275,11.7625,11.757375,10508000
2012-07-25,11.4925,11.745,11.305,11.5,11.49499,8194800
2012-07-26,12.0175,12.175,11.7575,11.95,11.944794,9626000
2012-07-27,12.23,12.8825,12.125,12.855,12.849399,11304400
2012-07-30,12.9225,13.085,12.6625,12.7775,12.771933,7634800
